,movieid,moviename,genres
820,163,Ocean's Twelve,53
821,163,Ocean's Twelve,80
822,787,Mr. & Mrs. Smith,28
823,787,Mr. & Mrs. Smith,35
824,787,Mr. & Mrs. Smith,18
825,787,Mr. & Mrs. Smith,53
826,262500,Insurgent,12
827,262500,Insurgent,878
828,262500,Insurgent,53
829,2567,The Aviator,18
830,38745,Gulliver's Travels,35
831,40805,The Green Hornet,28
832,40805,The Green Hornet,80
833,40805,The Green Hornet,35
834,53182,300: Rise of an Empire,28
835,53182,300: Rise of an Empire,10752
836,41513,The Smurfs,16
837,41513,The Smurfs,10751
838,41513,The Smurfs,12
839,41513,The Smurfs,35
840,41513,The Smurfs,14
841,13700,Home on the Range,16
842,13700,Home on the Range,10751
843,262504,Allegiant,12
844,262504,Allegiant,878
845,39254,Real Steel,28
846,39254,Real Steel,878
847,39254,Real Steel,18
848,77931,The Smurfs 2,14
849,77931,The Smurfs 2,10751
850,77931,The Smurfs 2,35
851,77931,The Smurfs 2,16
852,1639,Speed 2: Cruise Control,28
853,1639,Speed 2: Cruise Control,12
854,1639,Speed 2: Cruise Control,53
855,80274,Ender's Game,878
856,80274,Ender's Game,28
857,80274,Ender's Game,12
858,1571,Live Free or Die Hard,28
859,1571,Live Free or Die Hard,53
860,120,The Lord of the Rings: The Fellowship of the Ring,12
861,120,The Lord of the Rings: The Fellowship of the Ring,14
862,120,The Lord of the Rings: The Fellowship of the Ring,28
863,10204,Around the World in 80 Days,28
864,10204,Around the World in 80 Days,12
865,10204,Around the World in 80 Days,35
866,8489,Ali,18
867,10588,The Cat in the Hat,35
868,10588,The Cat in the Hat,14
869,10588,The Cat in the Hat,10751
870,2048,"I, Robot",28
871,2048,"I, Robot",878
872,1495,Kingdom of Heaven,18
873,1495,Kingdom of Heaven,28
874,1495,Kingdom of Heaven,12
875,1495,Kingdom of Heaven,36
876,1495,Kingdom of Heaven,10752
877,10137,Stuart Little,16
878,10137,Stuart Little,14
879,10137,Stuart Little,10751
880,10137,Stuart Little,35
881,10198,The Princess and the Frog,10749
882,10198,The Princess and the Frog,10751
883,10198,The Princess and the Frog,16
884,10198,The Princess and the Frog,10402
885,286217,The Martian,18
886,286217,The Martian,12
887,286217,The Martian,878
888,1635,The Island,28
889,1635,The Island,53
890,1635,The Island,878
891,1635,The Island,12
892,24113,Town & Country,35
893,24113,Town & Country,10749
894,9679,Gone in Sixty Seconds,28
895,9679,Gone in Sixty Seconds,80
896,9679,Gone in Sixty Seconds,53
897,98,Gladiator,28
898,98,Gladiator,18
899,98,Gladiator,12
900,180,Minority Report,28
901,180,Minority Report,53
902,180,Minority Report,878
903,180,Minority Report,9648
904,672,Harry Potter and the Chamber of Secrets,12
905,672,Harry Potter and the Chamber of Secrets,14
906,672,Harry Potter and the Chamber of Secrets,10751
907,36557,Casino Royale,12
908,36557,Casino Royale,28
909,36557,Casino Royale,53
910,869,Planet of the Apes,53
911,869,Planet of the Apes,878
912,869,Planet of the Apes,28
913,869,Planet of the Apes,12
914,280,Terminator 2: Judgment Day,28
915,280,Terminator 2: Judgment Day,53
916,280,Terminator 2: Judgment Day,878
917,11322,Public Enemies,36
918,11322,Public Enemies,80
919,11322,Public Enemies,18
920,4982,American Gangster,18
921,4982,American Gangster,80
922,36955,True Lies,28
923,36955,True Lies,53
924,18487,The Taking of Pelham 1 2 3,53
925,18487,The Taking of Pelham 1 2 3,18
926,18487,The Taking of Pelham 1 2 3,80
927,39451,Little Fockers,35
928,39451,Little Fockers,10749
929,27581,The Other Guys,28
930,27581,The Other Guys,35
931,27581,The Other Guys,80
932,9268,Eraser,28
933,9268,Eraser,18
934,9268,Eraser,9648
935,9268,Eraser,53
936,68718,Django Unchained,18
937,68718,Django Unchained,37
938,10545,The Hunchback of Notre Dame,18
939,10545,The Hunchback of Notre Dame,16
940,10545,The Hunchback of Notre Dame,10751
941,11688,The Emperor's New Groove,12
942,11688,The Emperor's New Groove,16
943,11688,The Emperor's New Groove,35
944,11688,The Emperor's New Groove,10751
945,11688,The Emperor's New Groove,14
946,76163,The Expendables 2,28
947,76163,The Expendables 2,12
948,76163,The Expendables 2,53
949,2059,National Treasure,12
950,2059,National Treasure,28
951,2059,National Treasure,53
952,2059,National Treasure,9648
953,2486,Eragon,14
954,2486,Eragon,28
955,2486,Eragon,12
956,2486,Eragon,10751
957,16523,Where the Wild Things Are,10751
958,16523,Where the Wild Things Are,14
959,116711,Epic,16
960,116711,Epic,12
961,116711,Epic,10751
962,116711,Epic,14
963,37710,The Tourist,28
964,37710,The Tourist,53
965,37710,The Tourist,10749
966,9946,End of Days,28
967,9946,End of Days,14
968,9946,End of Days,27
969,9946,End of Days,9648
970,1372,Blood Diamond,18
971,1372,Blood Diamond,53
972,1372,Blood Diamond,28
973,106646,The Wolf of Wall Street,80
974,106646,The Wolf of Wall Street,18
975,106646,The Wolf of Wall Street,35
976,414,Batman Forever,28
977,414,Batman Forever,80
978,414,Batman Forever,14
979,563,Starship Troopers,12
980,563,Starship Troopers,28
981,563,Starship Troopers,53
982,563,Starship Troopers,878
983,83542,Cloud Atlas,18
984,83542,Cloud Atlas,878
985,41216,Legend of the Guardians: The Owls of Ga'Hoole,16
986,41216,Legend of the Guardians: The Owls of Ga'Hoole,12
987,41216,Legend of the Guardians: The Owls of Ga'Hoole,10751
988,41216,Legend of the Guardians: The Owls of Ga'Hoole,14
989,314,Catwoman,28
990,314,Catwoman,80
991,184315,Hercules,28
992,184315,Hercules,12
993,9016,Treasure Planet,12
994,9016,Treasure Planet,16
995,9016,Treasure Planet,10751
996,9016,Treasure Planet,14
997,9016,Treasure Planet,878
998,18162,Land of the Lost,12
999,18162,Land of the Lost,35
1000,18162,Land of the Lost,878
1001,138103,The Expendables 3,28
1002,138103,The Expendables 3,12
1003,138103,The Expendables 3,53
1004,257088,Point Break,28
1005,257088,Point Break,80
1006,257088,Point Break,53
1007,10214,Son of the Mask,14
1008,10214,Son of the Mask,35
1009,10214,Son of the Mask,10751
1010,10214,Son of the Mask,12
1011,205775,In the Heart of the Sea,53
1012,205775,In the Heart of the Sea,18
1013,205775,In the Heart of the Sea,12
1014,205775,In the Heart of the Sea,28
1015,205775,In the Heart of the Sea,36
1016,11692,The Adventures of Pluto Nash,28
1017,11692,The Adventures of Pluto Nash,35
1018,11692,The Adventures of Pluto Nash,878
1019,22972,Green Zone,10752
1020,22972,Green Zone,28
1021,22972,Green Zone,12
1022,22972,Green Zone,18
1023,22972,Green Zone,53
1024,227973,The Peanuts Movie,16
1025,29193,The Spanish Prisoner,80
1026,29193,The Spanish Prisoner,18
1027,29193,The Spanish Prisoner,9648
1028,29193,The Spanish Prisoner,53
1029,1734,The Mummy Returns,12
1030,1734,The Mummy Returns,28
1031,1734,The Mummy Returns,14
1032,3131,Gangs of New York,18
1033,3131,Gangs of New York,36
1034,3131,Gangs of New York,80
1035,76758,The Flowers of War,18
1036,76758,The Flowers of War,36
1037,76758,The Flowers of War,10752
1038,9408,Surf's Up,16
1039,9408,Surf's Up,35
1040,9408,Surf's Up,10751
1041,9890,The Stepford Wives,28
1042,9890,The Stepford Wives,35
1043,9890,The Stepford Wives,878
1044,855,Black Hawk Down,28
1045,855,Black Hawk Down,36
1046,855,Black Hawk Down,10752
1047,77953,The Campaign,35
1048,18,The Fifth Element,12
1049,18,The Fifth Element,14
1050,18,The Fifth Element,28
1051,18,The Fifth Element,53
1052,18,The Fifth Element,878
1053,37786,Sex and the City 2,35
1054,37786,Sex and the City 2,18
1055,37786,Sex and the City 2,10749
1056,10501,The Road to El Dorado,12
1057,10501,The Road to El Dorado,16
1058,10501,The Road to El Dorado,35
1059,10501,The Road to El Dorado,10751
1060,57800,Ice Age: Continental Drift,16
1061,57800,Ice Age: Continental Drift,35
1062,57800,Ice Age: Continental Drift,12
1063,57800,Ice Age: Continental Drift,10751
1064,150689,Cinderella,10749
1065,150689,Cinderella,14
1066,150689,Cinderella,10751
1067,150689,Cinderella,18
1068,7980,The Lovely Bones,14
1069,7980,The Lovely Bones,18
1070,12,Finding Nemo,16
1071,12,Finding Nemo,10751
1072,122,The Lord of the Rings: The Return of the King,12
1073,122,The Lord of the Rings: The Return of the King,14
1074,122,The Lord of the Rings: The Return of the King,28
1075,121,The Lord of the Rings: The Two Towers,12
1076,121,The Lord of the Rings: The Two Towers,14
1077,121,The Lord of the Rings: The Two Towers,28
1078,68737,Seventh Son,12
1079,68737,Seventh Son,14
1080,1995,Lara Croft: Tomb Raider,12
1081,1995,Lara Croft: Tomb Raider,14
1082,1995,Lara Croft: Tomb Raider,28
1083,1995,Lara Croft: Tomb Raider,53
1084,157353,Transcendence,53
1085,157353,Transcendence,878
1086,157353,Transcendence,18
1087,157353,Transcendence,9648
1088,331,Jurassic Park III,12
1089,331,Jurassic Park III,28
1090,331,Jurassic Park III,53
1091,331,Jurassic Park III,878
1092,61791,Rise of the Planet of the Apes,53
1093,61791,Rise of the Planet of the Apes,28
1094,61791,Rise of the Planet of the Apes,18
1095,61791,Rise of the Planet of the Apes,878
1096,8204,The Spiderwick Chronicles,12
1097,8204,The Spiderwick Chronicles,10751
1098,8204,The Spiderwick Chronicles,14
1099,47964,A Good Day to Die Hard,28
1100,47964,A Good Day to Die Hard,53
1101,10733,The Alamo,37
1102,10733,The Alamo,36
1103,10733,The Alamo,10752
1104,9806,The Incredibles,28
1105,9806,The Incredibles,12
1106,9806,The Incredibles,16
1107,9806,The Incredibles,10751
1108,1408,Cutthroat Island,28
1109,1408,Cutthroat Island,12
1110,32657,Percy Jackson & the Olympians: The Lightning Thief,12
1111,32657,Percy Jackson & the Olympians: The Lightning Thief,14
1112,32657,Percy Jackson & the Olympians: The Lightning Thief,10751
1113,607,Men in Black,28
1114,607,Men in Black,12
1115,607,Men in Black,35
1116,607,Men in Black,878
1117,863,Toy Story 2,16
1118,863,Toy Story 2,35
1119,863,Toy Story 2,10751
1120,44048,Unstoppable,28
1121,44048,Unstoppable,53
1122,5175,Rush Hour 2,28
1123,5175,Rush Hour 2,35
1124,5175,Rush Hour 2,80
1125,5175,Rush Hour 2,53
1126,2655,What Lies Beneath,18
1127,2655,What Lies Beneath,27
1128,2655,What Lies Beneath,9648
1129,2655,What Lies Beneath,53
1130,22794,Cloudy with a Chance of Meatballs,16
1131,22794,Cloudy with a Chance of Meatballs,35
1132,22794,Cloudy with a Chance of Meatballs,10751
1133,8355,Ice Age: Dawn of the Dinosaurs,16
1134,8355,Ice Age: Dawn of the Dinosaurs,35
1135,8355,Ice Age: Dawn of the Dinosaurs,10751
1136,8355,Ice Age: Dawn of the Dinosaurs,12
1137,116745,The Secret Life of Walter Mitty,12
1138,116745,The Secret Life of Walter Mitty,35
1139,116745,The Secret Life of Walter Mitty,18
1140,116745,The Secret Life of Walter Mitty,14
1141,4327,Charlie's Angels,28
1142,4327,Charlie's Angels,12
1143,4327,Charlie's Angels,35
1144,4327,Charlie's Angels,80
1145,4327,Charlie's Angels,53
1146,1422,The Departed,18
1147,1422,The Departed,53
1148,1422,The Departed,80
1149,10674,Mulan,16
1150,10674,Mulan,10751
1151,10674,Mulan,12
1152,7446,Tropic Thunder,28
1153,7446,Tropic Thunder,35
1154,65754,The Girl with the Dragon Tattoo,53
1155,65754,The Girl with the Dragon Tattoo,80
1156,65754,The Girl with the Dragon Tattoo,9648
1157,65754,The Girl with the Dragon Tattoo,18
1158,1572,Die Hard: With a Vengeance,28
1159,1572,Die Hard: With a Vengeance,53
1160,10528,Sherlock Holmes,28
1161,10528,Sherlock Holmes,12
1162,10528,Sherlock Holmes,80
1163,10528,Sherlock Holmes,9648
1164,271969,Ben-Hur,18
1165,10865,Atlantis: The Lost Empire,16
1166,10865,Atlantis: The Lost Empire,10751
1167,10865,Atlantis: The Lost Empire,12
1168,10865,Atlantis: The Lost Empire,878
1169,258509,Alvin and the Chipmunks: The Road Chip,12
1170,258509,Alvin and the Chipmunks: The Road Chip,16
1171,258509,Alvin and the Chipmunks: The Road Chip,35
1172,258509,Alvin and the Chipmunks: The Road Chip,10751
1173,2253,Valkyrie,18
1174,2253,Valkyrie,53
1175,2253,Valkyrie,36
1176,2253,Valkyrie,10752
1177,10661,You Don't Mess with the Zohan,35
1178,10661,You Don't Mess with the Zohan,28
1179,257344,Pixels,28
1180,257344,Pixels,35
1181,257344,Pixels,878
1182,644,A.I. Artificial Intelligence,18
1183,644,A.I. Artificial Intelligence,878
1184,644,A.I. Artificial Intelligence,12
1185,10756,The Haunted Mansion,53
1186,10756,The Haunted Mansion,14
1187,10756,The Haunted Mansion,35
1188,10756,The Haunted Mansion,10751
1189,10756,The Haunted Mansion,9648
1190,686,Contact,18
1191,686,Contact,878
1192,686,Contact,9648
1193,9383,Hollow Man,28
1194,9383,Hollow Man,878
1195,9383,Hollow Man,53
1196,179,The Interpreter,80
1197,179,The Interpreter,53
1198,76285,Percy Jackson: Sea of Monsters,12
1199,76285,Percy Jackson: Sea of Monsters,10751
1200,76285,Percy Jackson: Sea of Monsters,14
1201,1996,Lara Croft Tomb Raider: The Cradle of Life,28
1202,1996,Lara Croft Tomb Raider: The Cradle of Life,12
1203,1996,Lara Croft Tomb Raider: The Cradle of Life,14
1204,1996,Lara Croft Tomb Raider: The Cradle of Life,53
1205,291805,Now You See Me 2,28
1206,291805,Now You See Me 2,12
1207,291805,Now You See Me 2,35
1208,291805,Now You See Me 2,80
1209,291805,Now You See Me 2,9648
1210,291805,Now You See Me 2,53
1211,10003,The Saint,53
1212,10003,The Saint,28
1213,10003,The Saint,10749
1214,10003,The Saint,878
1215,10003,The Saint,12
1216,1535,Spy Game,28
1217,1535,Spy Game,80
1218,1535,Spy Game,53
1219,2067,Mission to Mars,878
1220,46195,Rio,16
1221,46195,Rio,12
1222,46195,Rio,35
1223,46195,Rio,10751
1224,2277,Bicentennial Man,35
1225,2277,Bicentennial Man,878
1226,10357,Volcano,878
1227,10357,Volcano,28
1228,10357,Volcano,18
1229,10357,Volcano,53
1230,4477,The Devil's Own,80
1231,4477,The Devil's Own,53
1232,4477,The Devil's Own,18
1233,8665,K-19: The Widowmaker,18
1234,8665,K-19: The Widowmaker,36
1235,8665,K-19: The Widowmaker,53
1236,9387,Conan the Barbarian,12
1237,9387,Conan the Barbarian,14
1238,9387,Conan the Barbarian,28
1239,921,Cinderella Man,10749
1240,921,Cinderella Man,18
1241,921,Cinderella Man,36
1242,49852,The Nutcracker: The Untold Story,14
1243,49852,The Nutcracker: The Untold Story,28
1244,49852,The Nutcracker: The Untold Story,10751
1245,4464,Seabiscuit,18
1246,4464,Seabiscuit,36
1247,664,Twister,28
1248,664,Twister,12
1249,664,Twister,18
1250,8358,Cast Away,12
1251,8358,Cast Away,18
1252,9836,Happy Feet,16
1253,9836,Happy Feet,35
1254,2502,The Bourne Supremacy,28
1255,2502,The Bourne Supremacy,18
1256,2502,The Bourne Supremacy,53
1257,9772,Air Force One,28
1258,9772,Air Force One,53
1259,161,Ocean's Eleven,53
1260,161,Ocean's Eleven,80
1261,52451,The Three Musketeers,12
1262,52451,The Three Musketeers,28
1263,52451,The Three Musketeers,53
1264,76492,Hotel Transylvania,16
1265,76492,Hotel Transylvania,35
1266,76492,Hotel Transylvania,10751
1267,76492,Hotel Transylvania,14
1268,4523,Enchanted,35
1269,4523,Enchanted,10751
1270,4523,Enchanted,14
1271,4523,Enchanted,10749
1272,59961,Safe House,28
1273,59961,Safe House,53
1274,10481,102 Dalmatians,35
1275,10481,102 Dalmatians,10751
1276,59108,Tower Heist,28
1277,59108,Tower Heist,35
1278,1581,The Holiday,35
1279,1581,The Holiday,10749
1280,9798,Enemy of the State,28
1281,9798,Enemy of the State,18
1282,9798,Enemy of the State,53
1283,22897,It's Complicated,35
1284,22897,It's Complicated,10749
1285,298,Ocean's Thirteen,80
1286,298,Ocean's Thirteen,53
1287,7484,Open Season,12
1288,7484,Open Season,16
1289,7484,Open Season,10751
1290,157350,Divergent,12
1291,157350,Divergent,28
1292,157350,Divergent,878
1293,853,Enemy at the Gates,10752
1294,10159,The Rundown,12
1295,10159,The Rundown,28
1296,10159,The Rundown,35
1297,10159,The Rundown,53
1298,9593,Last Action Hero,12
1299,9593,Last Action Hero,14
1300,9593,Last Action Hero,28
1301,9593,Last Action Hero,35
1302,9593,Last Action Hero,10751
1303,1904,Memoirs of a Geisha,18
1304,1904,Memoirs of a Geisha,36
1305,1904,Memoirs of a Geisha,10749
1306,9615,The Fast and the Furious: Tokyo Drift,28
1307,9615,The Fast and the Furious: Tokyo Drift,80
1308,9615,The Fast and the Furious: Tokyo Drift,18
1309,9615,The Fast and the Furious: Tokyo Drift,53
1310,51052,Arthur Christmas,18
1311,51052,Arthur Christmas,16
1312,51052,Arthur Christmas,10751
1313,51052,Arthur Christmas,35
1314,297,Meet Joe Black,14
1315,297,Meet Joe Black,18
1316,297,Meet Joe Black,9648
1317,9884,Collateral Damage,28
1318,9884,Collateral Damage,53
1319,9884,Collateral Damage,18
1320,16858,All That Jazz,18
1321,16858,All That Jazz,10402
1322,62764,Mirror Mirror,12
1323,62764,Mirror Mirror,14
1324,62764,Mirror Mirror,18
1325,62764,Mirror Mirror,35
1326,62764,Mirror Mirror,878
1327,62764,Mirror Mirror,10751
1328,22538,Scott Pilgrim vs. the World,28
1329,22538,Scott Pilgrim vs. the World,12
1330,22538,Scott Pilgrim vs. the World,35
1331,9341,The Core,28
1332,9341,The Core,53
1333,9341,The Core,12
1334,9341,The Core,878
1335,12107,Nutty Professor II: The Klumps,14
1336,12107,Nutty Professor II: The Klumps,35
1337,12107,Nutty Professor II: The Klumps,10749
1338,12107,Nutty Professor II: The Klumps,878
1339,9637,Scooby-Doo,9648
1340,9637,Scooby-Doo,12
1341,9637,Scooby-Doo,35
1342,49049,Dredd,28
1343,49049,Dredd,878
1344,9339,Click,35
1345,9339,Click,18
1346,9339,Click,14
1347,9339,Click,10749
1348,16281,Creepshow,27
1349,16281,Creepshow,35
1350,16281,Creepshow,14
1351,39691,Cats & Dogs 2 : The Revenge of Kitty Galore,35
1352,39691,Cats & Dogs 2 : The Revenge of Kitty Galore,10751
1353,8247,Jumper,12
1354,8247,Jumper,14
1355,8247,Jumper,878
1356,11253,Hellboy II: The Golden Army,12
1357,11253,Hellboy II: The Golden Army,14
1358,11253,Hellboy II: The Golden Army,878
1359,1949,Zodiac,80
1360,1949,Zodiac,18
1361,1949,Zodiac,9648
1362,1949,Zodiac,53
1363,8452,The 6th Day,878
1364,310,Bruce Almighty,14
1365,310,Bruce Almighty,35
1366,27578,The Expendables,53
1367,27578,The Expendables,12
1368,27578,The Expendables,28
1369,954,Mission: Impossible,12
1370,954,Mission: Impossible,28
1371,954,Mission: Impossible,53
1372,70160,The Hunger Games,878
1373,70160,The Hunger Games,12
1374,70160,The Hunger Games,14
1375,45243,The Hangover Part II,35
1376,364,Batman Returns,28
1377,364,Batman Returns,14
1378,7518,Over the Hedge,35
1379,7518,Over the Hedge,16
1380,7518,Over the Hedge,10751
1381,11544,Lilo & Stitch,16
1382,11544,Lilo & Stitch,10751
1383,9986,Charlotte's Web,35
1384,9986,Charlotte's Web,10751
1385,9986,Charlotte's Web,14
1386,8656,Deep Impact,28
1387,8656,Deep Impact,18
1388,8656,Deep Impact,10749
1389,146216,RED 2,28
1390,146216,RED 2,35
1391,146216,RED 2,80
1392,146216,RED 2,53
1393,9291,The Longest Yard,35
1394,9291,The Longest Yard,18
1395,55301,Alvin and the Chipmunks: Chipwrecked,35
1396,55301,Alvin and the Chipmunks: Chipwrecked,14
1397,55301,Alvin and the Chipmunks: Chipwrecked,10751
1398,55301,Alvin and the Chipmunks: Chipwrecked,10402
